userid,mobilePlatform,tenureDay,waiBondSubscore
mvNaNvBdPZZWdReqKAoQ4+2ZP70=,android,4,3.5
7+U1kMAfhmgEQWlCfJWCWgLPLCA=,ios,4,3.75
c0HvAiqjIGY9PH2wb/7l8BW+ZwE=,ios,4,3.25
wgq0OvGH6ABHybRxr8R6MSUuu5U=,ios,5,3.25
1DMeiva15lnJxvywU1p8qKliJ4A=,android,5,4.0
qwd0TEQHePExz85Ty28hwjQ3y9I=,ios,5,4.5
5112qryPqhpEwB53jxpL+uaXZ9E=,android,14,4.0
C6ey93nd9Bpf/OzaM+EFwvqOkUk=,android,4,3.75
Fs/8GoNN69nL5KtPfgrbmO7j3PU=,ios,5,4.75
BgFYQenrPee4Eb/VK1/Z4WLAwTc=,android,5,3.5
c51KWKJFUAAOqV7WZlK1fzT7Faw=,ios,5,4.25
Ya5IuVXgCwEf//3hox35cxvXZ04=,ios,5,5.0
QhQW13/Eggxi95OQg9Iwg8cVDIw=,ios,5,2.75
jBeYoy7/W/eDoc/IW/j63SqnZK0=,ios,4,4.5
TMhz7HzdmhT13gpJaSrsGwSUS/o=,ios,5,4.25
bMaCkUHAH9w1ELpOwUvDEBZwSUY=,android,5,4.0
7c8mYAsQzu5h/IcKy4IFcAizAaU=,ios,5,4.0
XFh7/QWkChxYxKejQsDnNiDJxvI=,ios,14,3.25
pH1w+8jQ04NnBZNZWCy9CvsbFkk=,android,4,4.75
miAs9ZcPOcDFv/Iz3OIr6utZFOY=,android,4,3.25
g6Gd5abwRbB8asx+idUGH+p717o=,ios,4,4.0
tcvQclEwj8eyAvlLtZJmFHSVyO0=,android,5,3.5
ec2BJvGzwcMNILmo2UVGMQiNO0k=,android,5,4.0
8QQI2aDxijCeK1cDpFp7A6+n3o0=,ios,4,3.75
PC4acvpq5bjySjBwLo808sHWaFY=,ios,5,3.75
dNcjBInWHnWgkLLSO762ly9c0JY=,ios,14,5.0
bEQGeRnkSVdgbabhYhzWV7FHgM4=,ios,5,4.25
9TgEV8sBXmFwrLgw8JrfpQBPFEo=,ios,4,2.75
M8D4nfgpOsvuSqIxSHl9TQ/G7Lo=,ios,4,4.25
ISXig8uQRbfrjQSctrS4sbVU8eI=,android,5,3.25
m4bdh0lVN+ZmLhn13gLq4LyocW8=,android,5,5.0
D4jwETu9WwdUk7MFuA8k5Zn7FYk=,ios,5,4.25
DWY0mcXwDpAkrvvxl+23v9FSuq8=,android,5,4.5
h7EsBCc0qav4jM017UiUcK7JiHw=,android,5,4.25
Yj+XAtKCGu1rOpaC9kwKTXLTZfw=,ios,4,4.5
lCQFrQBiAbkALReRRc4HtefpHhM=,android,4,4.5
XAIjsTsYBMS5a0gl6daUuwBa62s=,ios,4,3.5
QE2djLNU/Oi2kEVdQYKZFL8Gd7I=,android,6,4.5
JmQf0cyEG81fBMbjdLU1+MfWhNk=,android,14,4.25
cVDn75ohcVAqIArKRDHmOgwufYU=,ios,4,3.5
wd+o4MZkufGdIwFfHP8l5nLFpQ4=,ios,15,4.25
3FUFJKRQs8lzsuAA7N8OJD5m2kM=,android,4,3.5
J3GbVRvqAaaUVIWUfrJ4xUXWkTc=,ios,5,3.75
zeEVOxkyBqxQ16zTGD1tRduWTVk=,android,5,4.0
1xTJ+OVi9QTalOCDWDb5ILOkPB8=,ios,16,4.5
LQUh6QCbl5rihRkvxg8LJbBtOis=,ios,4,3.75
lrhlIE4wOzEzq7ilgW42Y8Phrj8=,android,4,3.0
L8thREf5fZlUDscNe+ILIF9gRw0=,android,4,4.25
ygB5RD3ys+ITVdJkZOpoBSagWIs=,android,4,4.0
/0M3Sj208tNStj/hpqNoanQk8WA=,android,5,4.25
07241I8U3D1PUWSwL9sYxNFJTK8=,ios,5,4.0
kYhWJYXMvyG55akmCfEBDumQ3C0=,ios,5,5.0
uGx+o8zdDULR3R7IcbfBWAypQlU=,ios,5,3.25
Buf5zv8Oe61U4nZXWOay8dt/TCg=,ios,4,2.75
i5okIvikyhbinRVWllBMgB0m3vg=,android,4,4.0
OBeaPp7Vw5zP5qrRAiWAkubna2c=,android,5,4.5
hQGpPs6kSbo2lFjm6UxzoHiwRmU=,android,5,4.75
6T6gAHKRcYMru5Z80gd05bAmsMg=,android,4,3.0
nNqcqHCIsWCHFLEBLLNYDGYHYBQ=,android,4,3.25
QnKvfgQL0HRRSS7sY8iFp1h8Ecc=,ios,4,4.5
XYveXQsDsfaI+VxORKWfomHFNgA=,ios,15,3.5
Of32bLyko7RkYVWvXr9ImUYjXTc=,ios,6,4.0
Uaf9oYcf6PAVXy9QBynsMxKZHxA=,android,14,4.0
BNr5G+pvGrItO/uGoqf3kFa1Bc0=,android,5,4.75
notydfTzP5iScT6ROke3YexxU9w=,ios,5,4.75
jb8pNvGKSKjKJ63JdClPk5gQpWI=,ios,5,5.0
J4foaMga8yWc5Nf2IZ7a7O/SeEk=,ios,4,4.5
9MiMUiKw1KeQsSsZtP0g4hJd+1Q=,android,4,4.0
Xk6NSemIA7gsgZ+TbqmGNAsL7IE=,ios,15,4.75
BgDkqsVUjt1HQUB/YTl+5NC34mc=,ios,4,3.0
6MgWNGjvkfpNOLt4is+7kAl1gPA=,ios,14,3.25
ISXig8uQRbfrjQSctrS4sbVU8eI=,android,15,4.0
EPr5NJenu0lnjbTpbiLvf1xAEaY=,android,4,3.25
jLvwIJa1r+6WiYSs14Jotm7zJUQ=,ios,4,4.25
Wqd02MPCfL57Lu9Da6db/PWAfVI=,ios,4,4.25
oqdMnAA459DMLLv3OjePM0dc1Rg=,android,5,4.0
ZiAVQPTZRphdHBzngRcYtZ4mkyc=,android,5,4.25
kVpsVgxY8wwMQlP5Ovu6VxvlRGY=,android,5,3.75
FdxfJZlGh/dluY8IyGSp4xh8n8A=,ios,5,3.75
UT81w4Hb/f7oB2fKEShG7VUv6pI=,ios,5,3.75
EKFSrP7u9F2P5vQHfSEP5izcVfk=,ios,4,4.0
+myCc9qX4tXaphGJOa2HDSE2RtY=,android,14,4.0
FPfYp42Pc7kMJjwJ+vx6kv1MKCU=,ios,5,4.5
T6SLFvt10LGL6UbMbsxwFgdnw/Q=,ios,6,4.5
GElKqso90YyhgMg2JlZuDMvBLa8=,android,15,4.75
tDMRIU+eeQgM2OP4SMNY8G46SsE=,android,5,2.25
aPD7IGdmjMRgdv++fewrtk/kgzk=,ios,4,4.75
Vqff6FtQJkni774W8XRoh2XX21I=,ios,6,3.5
WnqdA0oEcGLLkc/JkuVvYsuphvM=,android,6,3.75
dmhOo/5orF19M3wWyKpi48taOi0=,android,4,3.75
GdycnQT2E8CFY0DtC6TGh6h7RIc=,ios,15,4.5
4uib6fVK93V8zbwBjg4OYWeFW98=,ios,6,4.75
epSoNKTUosrOQyyGu+xu0MY2N88=,android,14,5.0
D0FUC32orhgF/kylJTapSX15QEQ=,ios,6,3.0
Myz5UpczH9jswRjj+Tv4I0HS71E=,ios,5,4.0
cdT52bXWdzYKS6njj8/R1WQMnbw=,android,4,2.75
JtwjGy56aBXgD/eesLhvkxrAGeI=,android,4,4.75
Uk2Tt1m1fqIAEyJ4woDUy5PGOso=,android,5,3.75
ZF1ix6M926u0g3iLLf13qWqONzo=,android,4,3.5
6avanWu51NiGwvnz+Aoq6NqRbkc=,ios,5,4.25
3ajzroVpcMT4IxqdyqdkzMqPY6I=,ios,5,3.25
23J/XYkULby0NsZUFZwOor4JBfo=,ios,15,4.25
qWw3UibBaGmahZk/2CV78ssZnBY=,ios,4,3.0
s+4VaNtZAxQRhCeeF8HaxL8oD5A=,android,14,4.25
2Ys9+plK/eTnXAma6Dv58PBFqxI=,ios,4,3.25
Esp3dfveUxYGInofFDGWU9+yH1Q=,ios,5,4.75
4B8oRF1HojO0v+chbUK/kLP37dY=,android,5,4.75
0YsCQCz/F9LVKT4hVCMM57JaYlg=,ios,4,3.5
qpbphP706i2+dleX6z8wL7Hy+fc=,android,5,4.0
GEiDAb0k9FKPDM2tFyprPXy01xI=,android,5,5.0
13gvZZ56JwcpbKMRgsyr+lWvC+Y=,android,5,3.0
pH8B0Q5bPsRmPkrhyPSwtQhTDxM=,android,4,4.0
p+fW43Mb7fFEpmmbVztaItSPdi4=,ios,4,4.75
jsktfw4jGZTkjtj27+VqB9Y66Kw=,ios,5,2.25
49wYQhwA+c+uReBs02tmTSbGTt4=,ios,5,3.75
4qh90G8pul+WQcwMdQIu05d0+Do=,ios,4,4.75
9NoT1Q2Gtgp+m0NZWby0uqDdeHo=,ios,5,3.75
9epxq7Uow+2LwkwO/Fujv4pfzpk=,ios,14,4.0
JmQf0cyEG81fBMbjdLU1+MfWhNk=,android,5,4.5
0kOrjZPM5txqyOrMx6EMM09E29Q=,ios,15,2.5
cVDn75ohcVAqIArKRDHmOgwufYU=,ios,15,3.0
Cmy9YiAd49yjHd2y4w0k12Ehw60=,ios,5,4.0
z+2/f/JTnIE7aq0nEMPHWwGvHLw=,ios,14,4.0
rlqJ62+CEg4sgRxR9qQcAzcjWF4=,android,6,3.0
dVWXETG9148MSi2+zjuruBn++vk=,ios,6,3.5
De4nPuCunlLX3tgOPmvDhHku+sM=,ios,4,3.25
NNa2zlyPvnaUjtbvlocBRO3M+ts=,ios,4,4.0
GQJiehU+7TnynE7rpQrm42pj9Ss=,ios,5,3.75
3GdT5RyR69gWcb0pcp8WMJCSAhs=,ios,5,3.75
KfrVf9wDHqNLqAY2/4yMsNkk9sQ=,android,5,3.75
qcLaYQ+Aezc6E2MlfcG7Hf2ORas=,ios,4,3.5
kChO2B/FQi27lSZHHUuEapNtt28=,ios,5,3.25
gsyGgdohKTGhGy7eYeAeYwOe+Uk=,android,14,4.75
E5cANB4DYgny9Dw3ljrmgOrDP9Q=,android,5,3.75
GOg0iYThfZX7KzdWu92mt/1V72c=,ios,5,2.75
6V7kuPHXb+pgn6PVdUBGRFnklYQ=,android,5,3.0
1KACQRc4t7O2q2hqkCCzgPMVMXQ=,ios,6,1.75
uiElXhlDL9CwL/6vXrrgNq8HIiU=,ios,4,4.0
30dSB4FE03+A1CEUaXDzayPqaBg=,android,15,3.75
CDhg8VfD7MnOLp8JRs4fDBBK3sg=,android,4,4.5
gJAda/Li5M1PE4I1yosAaJ3tkPo=,ios,4,3.0
D53QvMjmstgO4X1UsBPI8+xJvyU=,android,14,2.25
ujjaIZ9985WuwpOfMnS99sAtoVM=,ios,4,4.0
uo3kXVJDgcfxui1hiflcv6XKlVo=,ios,4,3.0
ApoCdahzeuM7xlAWKMBhTd/ngno=,ios,6,5.0
yhI27cnlCaCd3MRV/RKD4HImY0s=,ios,6,3.75
MUEWppUw3uYUnNPJttskXsKvxX8=,ios,15,3.25
5IUAOauSvNFjazkk9jbsuPWS8Kk=,ios,15,5.0
XkS2hujRuqeqfd/9h/0H1Zn/5i8=,android,14,3.5
XkS2hujRuqeqfd/9h/0H1Zn/5i8=,android,5,3.75
6Ihs32ZPsnDnwq3dfls5/b2rNbU=,android,4,2.75
kA2Pd0xGpFXmmRFThVMC4/bK0C4=,ios,4,3.5
CYDa0oF04dd+O/6NCiAC/z7CikI=,android,5,4.0
JvsCexighoM/2vI6mvHgQWnRTf0=,ios,5,5.0
EmWl9qRSGWD2EVTDkCEGQ6ifvqU=,ios,5,2.0
kVhHX9GqjbJkXFDK3Mgphhz8QwA=,ios,4,2.25
4zdjtbTjc88FCTKTaOdFqNLvaWE=,android,5,2.0
f/iejjGFL4HccCiP8irrVPXU2kE=,ios,14,5.0
lvm3Gcnf7OKyXjAgQQHGXVotlnY=,android,5,3.75
T6w3D1ByDtQmJluM3q9YiBrmkfI=,ios,5,3.0
7bLMn+Sw/KxOT5e2VankwSD0AkY=,android,5,2.75
BQy5Z/gjMaG+h1aIrqwT4JI9kgw=,android,5,3.75
VtLnybZKeRw5Fzdh5cEBMJkWIhY=,ios,5,4.0
KdIDEZfrpnvuHCkGNlOqhMs6t4s=,ios,5,4.0
qcw9UnzTZJmt1TBP6BlY2Zi0mhA=,ios,14,3.75
Hj9w4XZgLDsDQ9gzMwWk3buCXuk=,ios,5,2.5
yoCMJ3fIf6Ajf0jBJH2zFvWgWwY=,ios,14,3.75
GmJxOI0OgRT15xXzsqcTHmOT10k=,android,5,4.25
aDoscAtGeKhxXmRMnzJk0kD+GSU=,ios,5,4.0
RimefXrJMpQPLrMqKw8nSikO0sM=,ios,16,3.0
EuQsV3LQuuIGIM8LeAexztx7/nY=,ios,4,2.75
zu7OLW2SRC7eEvF1+bkrwQTt3JU=,android,4,3.75
cbSZ6eY5LyF/NFEByIoEFC+T9PM=,ios,4,4.5
L8wOt+fuGpOXjtQEWzdK6FKqKgA=,ios,5,3.0
+4XFQAS/fIojw07hLfZk6PZiGzA=,android,14,5.0
FmkBHIVmY8IUlU/KYAAX7hsqhBg=,android,4,4.25
rLKsSfPvMrJnrwGCskGiB7S/bYc=,android,14,4.5
ie+Ps742BBkZQBQk2ZlR/+5TjBo=,android,5,4.5
nl1wYsvZcNE4dF+wMqMHmeGzih4=,android,6,3.5
5LuqX/tqateYv8T+9ESlL3jM5jg=,ios,5,4.25
5MX2un63r39xn5KM5n7Fs3PK1yE=,ios,4,3.25
JakjroEgsTIGFHrXc1EiYro0hmo=,android,5,3.75
QP7pN/naGJP7/0IchUEr4OH+6mQ=,ios,5,3.25
6LR1Lo1CJKaGHgNOSkU3vR2fpAM=,android,15,4.0
vv/tiZTxRU8750weigs+dAc/ak8=,android,5,2.75
A0ky+p8eLDl1OUvkBaQNHXaEL3s=,android,15,4.75
nSm9X6octXX8CFWBdIdXjDeXapk=,ios,5,2.75
0J4sVbgawHp+ydb/z3tFo8ZsV+g=,ios,5,3.0
yIXhRnDgklz2Mk8ehfjZY61CfHk=,android,5,4.25
iBmhm9ORSDFDpwMuy2I6e9WwK5I=,android,5,4.5
qP5hTSQmKVCiLRS2dB6PuZj7jeg=,android,4,4.75
kePsrEexaZ68JFo7jAxJVzXwvYQ=,ios,5,5.0
8c4B9cx2WNgdH7Ulx5T+l+dCfs8=,android,6,4.5
F1uSr6aK2xLKXfcQi+ub6VGZtgo=,ios,4,4.0
Z1JDyv6j3051UolzGJxAmGzxgAk=,ios,5,4.0
DaZV1f1qG54A/fq3T7tHP4bJt94=,ios,5,4.25
cV4oS9tynL2MiY/4cTeQLMlyn5U=,ios,5,4.75
Nov6STDHV0w7iopChFOnNZzeDJs=,ios,4,4.0
Zl3Ckf2e9C8wJK8f4iBofDd69Gw=,ios,5,2.75
3f3WM79WwL1CLKeiINmKg/+Gu7A=,ios,14,3.0
XCiAihndjz7fBHv7+jP63GHZDFg=,android,5,2.75
lMmyPod/cwZPJkFsp6rDuy7nDNk=,android,5,3.0
UFoiE36/qL8PDNDo04fEHH9AVEA=,ios,4,2.5
fF4yypCJQLCHETCEjDa5NkXZv+0=,android,5,3.25
jNrt4glt8iRQ+LNT7qCTfOtwSQo=,android,4,4.25
0DgUyTztvsvkVeDUrAQCxgp9SYQ=,ios,5,3.25
0KR3wskSlfc8JgzdZgShnHDY2zE=,ios,5,2.75
RBzIGPM5RvfKnklysMpCjoR7Zfc=,ios,5,3.75
YkzjJyTTugjJrKL/FFJsGiNNuLo=,ios,5,3.0
qQFIv/+p9z9SXn46gr4LS7S4gVw=,ios,4,4.0
OYeG5x1lZ9TGChWEhVc3hxPoraE=,ios,4,4.0
GmJxOI0OgRT15xXzsqcTHmOT10k=,android,15,3.75
/FDxhtWA2zu42GtAOnWbPE6Twv0=,ios,4,2.5
4WwkW/ky7UptFRvRHAdVf1oMgJU=,android,15,3.5
GaWkdMKa1pIua7nvpCQ68PL7qmg=,android,5,3.75
5BRev2F+p3jaMHiw9zItCFzd7W8=,android,4,4.25
v+7h7BGFV6HkhoetJN1GQt5Z7f8=,ios,4,3.5
qdS6VNs8pNUBIf7Nd6iuv3+mauM=,ios,5,3.0
XSzcT/bIBy885haa3gDfTmUYvIU=,android,4,4.5
ubTa9TFX9XZv5TXp/2zxhuM9984=,android,5,3.5
oJ9SPhS7kClkDM18bsGVm+8RpBM=,android,5,1.75
F5mQ69SyevHn7ug83fmWr5k0uR4=,ios,4,4.0
rLzw2UmRCEe46MtW5gES+bx5uRU=,android,4,3.25
Zp0u9fV8YhwifKP8kqEYrZG1wCI=,ios,4,3.75
lUk+IyPexvh9ByQ9TNOHeoPm9M8=,ios,5,3.25
v5Vm4tm3wxp8haENcw7juTjFNxY=,android,6,4.0
pKZT+7PZZXNTLNxULKpgr+MCkQc=,android,5,3.5
D0MuMGDnGMWiWXQaTXpcmWuiEDs=,ios,4,3.25
RygNxztp8cd5NDbQuITwZG+m2Kg=,ios,4,4.75
y6TNVjh9hi5odFNt6AZEomyEqck=,android,5,4.5
qXH4pcyoC8kP3gZ1QkE+Lf3Ppfo=,ios,5,3.5
cikMcE7ScbIrsqAc2pppjQ5yKjs=,ios,15,4.75
4IXhLnrAyfCKFLKY0dDXGnkaAvU=,android,5,2.75
SMyNgY3/iK1mpyyMA/Now2VJz1w=,ios,5,2.5
IZ2V4zoZL+ANWy29fJv61DPi4qw=,android,4,4.0
C3haaLLSxiMQMM5DJ0E5yEMEZ+Y=,ios,4,3.25
8pzUwv1kD8CnNjByLZH3c/gO2hw=,ios,4,3.25
yHn/dujeIsn0r+65sygEmaAml74=,android,4,4.5
1U48GZZ/dxYNEX5kyUs37wATRc8=,android,5,3.5
nzCry1Ex1iaPywAs0fN/DCPJeFQ=,ios,4,1.75
cGxWfQpnAX7+ZpG0HZ1hXoU5y20=,android,5,3.5
eLgqrX3w13SItCqRDVK4S9Kh+34=,android,15,4.5
ATgbGD5cXveCiXQK+KnL6o2biHM=,ios,6,3.0
hWsM2hf5gA1C+MzkKG6y1bzqZzU=,ios,4,4.25
s1aYFkgeAcJRG7iH8xC9tygOD0s=,ios,5,4.25
HDM3gbK11v8Jz+qJA8kc6yq63Xo=,ios,4,4.5
9PojAneVVpzkQKP+FlPKjnQelr0=,ios,6,4.25
G0cAboRro36+zwZrdzgFulukVbQ=,ios,6,3.25
g5lv7xO4GO1T5uH/ww3yGOhL92E=,ios,5,4.0
mHY3T40lK/DrAWhgMDiZyj+RjlE=,ios,14,4.25
6f9/ITpaWrDDkAhFpW3UNS04xGc=,ios,4,3.25
yonO79oWMebaH1xAY2jscKxcHuM=,ios,5,4.0
LV0GnoXI6Dy8t+vq+TNXTquFbfY=,android,5,2.75
h2oD/OwM4MTC/WJuPSL2ujVwaSA=,android,4,4.0
1qD/vC3VIvshymlfppMXeXatCRo=,android,14,3.0
YxysCvQzGd7e4fJeiVmf8C3dJko=,ios,5,4.0
RE+R8HfFzImgABRTmB9djzl6FMQ=,android,4,3.75
sb1xa/7U3Zvqsva0Ja7Wkx/d8go=,android,5,4.25
Bf3zWrqzvFx0OARRa2Swmd0Nkns=,ios,5,4.0
vk0ir8wfSlffU/skPtTdK2X9G0M=,ios,14,4.25
e601mZvCKLrmk1tmiVMARuu1arE=,android,4,4.5
TVgfoVenzM7Q2KFEg4gnYUKKqd0=,android,14,3.0
lZOiz3bHoJOiiSKEQlGzwmbYXGE=,ios,5,4.0
YzDunCzxzLMuS58J/59aK2//MVg=,android,4,3.5
IDzBRWQ0JjOSc1RdAnWvM1Whx2s=,ios,5,4.5
WwD3oBWYKtB/RjDs0FBUmDTCkXc=,ios,16,3.25
Z5WZpT7e8U3D+mnhAXrvSt4yjaI=,ios,5,5.0
v8HgygXBzlbniR3Vj/TGNdRm9j0=,ios,5,4.0
ea7tNkfCG5c3S1ain3axLMIF7aM=,ios,6,4.75
EuiiH6MXc60mLdSf4JirpNu6spU=,android,5,4.0
nczUfDSzWYrPIqGo8FSITL3/Lg0=,ios,5,4.5
erofEoRFVn/QnnvfD7XAZzVcBvs=,ios,5,3.5
cImNmAvYILRcQY4+ZTOYMYD+EFs=,ios,5,3.25
PyH+ZN0OddJj49Uk67oJ8ol0R/Q=,android,6,4.0
vYMvJqgFm+qT5y1pe9N+JDYLLI4=,ios,4,4.75
kD0L4UQpFWV1FHBaGKDnGNAxPd8=,ios,4,3.5
bT6gwKU79GQYfa76c7dAixxICu4=,android,5,4.0
2aw37ym7zNLCO4pQypoUpVlzb7g=,ios,6,4.0
SRL7WzonGKt1n6JQql2lJ80DkSo=,ios,4,3.25
Uht8v/j16sFhXWJDBOy1IwaMBY4=,ios,5,3.5
p4FuroWhQOPxyGPyAqTuAjYRrmg=,ios,15,4.5
IZ2V4zoZL+ANWy29fJv61DPi4qw=,android,14,3.0
SFJixs5Ob7BVKNfcYJmOJAHCrjo=,ios,5,4.5
/L174ZR/yqwWLiiTJNa1ae0sgu8=,ios,5,5.0
kjd4p/+kQri7dKptUg/l4uVi8Do=,android,4,4.5
asiQM+cb+ZQQvTMEeAdXBz0v+04=,ios,5,4.0
+6hscmdASu/PfR0HuiO9AzKlNdQ=,android,14,3.5
2i9jlNdqTgYbufFGpLbGeXPnY2E=,android,15,4.75
pGOPGozNAOpPQR6SkUq4ptg9qAU=,android,6,4.0
9d9mox6U9f9gTn6Q0R+vAaniA2I=,ios,4,5.0
aIpIKy3p2cLKUU6hZscQlD2pjVQ=,android,5,3.75
b5Z5LhiBuTYGua9hdc/l++8ZrO4=,android,4,3.25
t6caKpMWxk89KuqzLsOwW9GrwpU=,android,15,4.25
v005PcaYcc7L/2ENBAA2MJQm8rA=,ios,5,4.25
qq6npJrZWZkvqx2ps6g/PPcwD/s=,android,4,3.0
+JqcmjqFRHcUoMFH0EgboAb7O/c=,ios,4,4.0
yye/OCTFFeGGETK158k/dtIPXeg=,ios,5,2.75
BiR+XjBIiTlVzccFaPokJvAdmdI=,android,4,4.0
GtYTpj9wFlzNV6buoB3YSnNO2rk=,ios,15,3.5
Ucug4F0pwubLpbsuw4Vi65/V8qA=,ios,5,5.0
WkLbpgAV4xDicy22srZjP2CgBeY=,ios,14,4.25
FJBuDEW3iIKRbmxSIFxVwsRx2Kw=,android,4,3.75
ayA0yWnHG2fTxFo7kwPDY5hb3QM=,android,5,4.0
/riueE+xw0OA/RJ+3dwZHcNtktI=,android,14,4.25
tYTTPy/+H6y1BGKEyLs0re/rXbo=,android,4,1.25
QpQza+i7zh6/UMnmP9dPWM3BliM=,ios,4,4.25
5ddVyR/Y4rySiId7meRvOUoPSEo=,android,4,2.75
e/BvkX4Ahplz0jrPW7jqRmkv5xY=,ios,16,5.0
yYGiRU7P7LPkT8K7ukB0QP0KuVo=,ios,6,3.0
N2qi0il9kQGaqeTtxlscwqg0CHs=,android,4,3.0
4NEe0HLCI5XqQ6Xol/2OiZDiMig=,android,5,4.25
QYYQ2jVhhNwuVfOlNzBuALg5miY=,ios,4,2.5
/FwHiVKFoR2I7sY94S7FtHLl4TQ=,android,4,5.0
QzoZtqUKGZnsS5qTlowfu2xanKA=,android,4,5.0
kj80wAexWecEAb8mfvILw7kCC4A=,android,5,3.0
puCb4PuurUX07DAqXztzLKn4BB8=,ios,4,4.5
/e3oJ/uIwrBIvpfGQjV63hfQyT8=,android,4,3.75
Zn8zNVrZuNEzxSfgUH4ZyuuVmog=,android,5,3.75
FjlSfoy/KXWqKZ0rL87n0frDsek=,android,5,3.5
XVZQpt5VMDfY+YLQ+esFavp1oEQ=,ios,5,3.25
epSoNKTUosrOQyyGu+xu0MY2N88=,android,5,4.25
dh5fMukNkDoxMthWF5W3oeFBqq0=,ios,5,3.5
k1+/Pb92SGN8nbOJHtckai2gSYw=,ios,5,3.5
PS/VQSaWN+CDJhDKikUHpt6VNjU=,ios,4,5.0
kxyfEjK2vWbD/HiLfn2FA6HFnRU=,ios,4,4.25
1BsqN+FY7aDEy3yy05GIRaXOXk4=,ios,4,4.0
LDykHRgmz6kWnDOQkiwJ5CHOXN8=,android,4,4.25
tgFlREexV7zCU8MNvRXSI6L07Rw=,ios,5,3.25
Kwqf1OszPLUuWOATapQOEjc5HFE=,ios,5,3.75
1+M2VowTJCV0mc/TnUPtKsRulss=,ios,16,4.0
tgfuGZi6c407xTs8R/Cntn1vG7s=,ios,4,4.5
BbWF6V+rkm1nKlTc9Qyf0ypy71c=,android,15,5.0
mkqfRcEPiTgl2koqYzSTFzafVVI=,ios,4,3.25
GWfPmND2NDAW/lmfOz1wDzKLPjU=,ios,4,3.25
yt1CE1vWBbbZUhKyWbyGYIwvCVs=,ios,4,2.5
KHTgrmgOs26v9WMz7+y4vj8lBhs=,android,14,4.25
eSDPJYVcn+U1r0H8bdy8diVHVEc=,ios,5,2.0
lSYYnz6GYXwkoV9hb7I83hwMxxU=,ios,4,4.75
0sU1Hju4adrayDpfLhQkBI6+lOA=,ios,4,5.0
pey9p99s97DRPyX83+B0mXt67ko=,android,4,4.0
OJhePQ0nyJBSLh6vGuPURazjwSo=,ios,5,4.25
AQ9HvoOAXp9refx8bpyxczOQ9I0=,ios,4,3.75
FZkqDR4KKDij4FpFWq04WbIU02c=,ios,5,3.5
3MqjJ676TPWD4mgvFfsEk9tZ8b8=,ios,4,5.0
hE6MawLoLBO9IZ6zg0Cfjr43hMM=,android,15,3.25
BzJ5lpD9NkcUE/U8ONSigqVlfto=,ios,5,4.5
UtZz6jqNnFkvVVGgNrgscCL4w3Y=,android,5,2.5
nOcH0c9ukkld9rAwvFsB9KnmvQs=,ios,5,3.5
QQb8dlKTN9Of1gk9pGoHR1pacng=,ios,4,3.5
QtSkXcyu+Ox86kj7J16lfabwb40=,ios,6,3.25
sRj42vKo8tiKIQNB0OlhS+7Radw=,android,15,3.0
uoF7wOkbA4Bkxyjc9pWewQmCNQU=,ios,4,3.5
lMarSpU8cX2EXCPeDzYSZBnDz4w=,ios,4,3.5
JRYaAYc5n8JqmzzrqRZZMh1Jo1Y=,android,4,3.0
Ke1bJqCww1N9dOmnyfhyIGF9UrE=,android,5,4.0
ZawyTcS8N59i4Q1WemwAdsk+lEI=,android,14,5.0
jUP64xczUnn7ojuiRR8uiLNpaTA=,ios,4,3.75
h0ScH5UpkSg8T9O+bFm3eoboOtY=,ios,5,3.0
bTalFvrXbXW0GdVxKIK6lixn4Fs=,ios,4,4.25
1LlpI38DVpAd3vQhv/5rnYeywbc=,android,4,5.0
QiMmF5cLSiW2WyXctsqcmtetrq8=,ios,4,3.75
k7+p1JTcrtuUvTWnIDPE8oFHvs8=,android,5,5.0
vLM4XS6vhRzCUAQgYUKFaa2jUpc=,ios,4,3.5
3+ZI15aiSb7Eui0aI6wS0UuMbHo=,ios,5,4.0
zGB2WzXPfrVPon/UyRLvdVWATy8=,ios,16,4.0
p9Trx1OtlNApCAOggucn5ftnhzo=,ios,4,4.5
Jk+EBClUvXoKcuJU6m4Tr3y0UUY=,ios,4,3.75
MrNODzwc4y78eJbcFi0/0VdtMpY=,android,5,2.25
FRlu0xopTuph5bv7K5cJpcIWaFM=,ios,4,4.25
OBeaPp7Vw5zP5qrRAiWAkubna2c=,android,15,4.0
LUL7lOFCUOKzNSkqE097flGRv9M=,ios,6,4.0
g7/pkjWBmt8QEBkR6G2FQjhBXbE=,ios,6,4.0
QqeM6Ain25Xq3xrdb5afvQYt74w=,ios,5,5.0
6SDNNG0L8gbE3PmopxqKXk62MIk=,ios,4,3.25
G97rsqJt8Fqn1cDO95knfF2l0UA=,android,15,4.25
E66wzrTZxR4rJmIY1Rqi20tfiOA=,ios,5,3.0
qe89/Y0Xdul36yucb0HmRN+HzE0=,ios,16,3.75
EQGTEZdfiaw/qnebdEEpGi9AmVw=,android,16,3.5
hkK/9tzPcfGfUa0cmmB9gAra/j0=,ios,5,4.75
i1RlK7/uPWVzyRUur3IsMYpdF3U=,ios,5,3.75
iNZjwYQCL2E/HegHKarbE9Wsrlg=,android,6,2.75
ZsNezjg5cGDlRGyBNeKTX4xFnCg=,ios,4,5.0
4OTeAeOz+/Kpr5cy5PKXZlW7X58=,android,4,3.25
